"fs_id","fid","pid","sid","level","individual_level","fs_answer","flagged","skip","timestamp"
"52","7","0","110","0","1","Aspectes positius:","0","0","1664270291"
"117","7","0","111","0","1","Positius:
- Millors sistemas d'análisis de dades portarien a saber a qui li costa més o menys, o les assignatures mes forts i febles de cadascù, fent possible una millor educació personalitzada.
- Una educació més digitalitzada significa que menys professors poden atendre a més alumnes y que, fins i tot, els alumnes puguin participar a clase telemáticament des d'un entorn que els sigui mes favorable.
- Amb l'increment d'eficacia, es posible ensenyar i aprendre de molts mes temes, o parlar mes a fons d'aquests.

Negatius:
- Una educació mes automatitzada i digitalitzada portaria a tenir perfils de cada alumne i possible discriminació depenent de les notes i el comportament a clase a nivells molts mes grans que ara.
- No tothom te els mitjans económics per accedir a bona conexió a internet, bons ordinadors/dispositius móvils, etc. Això deixaria fora a moltes families amb ingressos baixos que no poden participar en una educació cada vegada més digitalitzada
-","0","0","1664270755"
"80","7","0","112","0","1","En primer lugar, el avance de la tecnología aporta miles de ventajas o aspectos positivos como el acceso sencillo y rápido a la información, o el aumento de la imaginación y creatividad.
Por el contrario, este avance también consta de aspectos negativos como el desempleo, ya que gracias a la automatización de procesos antes realizados por el hombre, cada vez quedan menos empleos. Además, con la tecnología se producen diversos problemas éticos por el control de esta","0","0","1664270669"
"125","7","0","113","0","1","Es posible que la evolución tecnológica mejore la educación a lo largo de los años, ya sea en los diferentes dispositivos que se utilicen para educar, ya sea porque los estudiantes esten más familiarizados o sea más fáciles de utilizar por los profesores pero tambien es posible que la evolución tecnológica complique mucho la educacion por la gran cantidad de informacion que aparece a lo largo de los años i los alumnos no sean capaces de asimilarlo o comprender-lo.","0","0","1664270756"
"124","7","0","114","0","1","Considero muy beneficiosa la introducción de la tecnologia en el ambito educativo, ya que, generalmente facilita un mejor acceso a cualquier contenido que el docente o nosotros mismos queramos investigar. Como todo esta ventaja requiere de una conexión a internet y la disponibilidad de un dispositivo inteligente dos cosas que mucha gente hoy en dia no tiene acceso.
El primer paso logico es dotar a todas las escuelas o centros de enseñanza con estos dos requisitos minimos y el resto seran solo ventajas, todo facilidades. Menos consumo de material escolar, más económico, más ecofriendly. Aunque a primera vista pueda parecer menos segura, la tecnologia, nos brinda suficientes herramientas para tener bajo control todo lo que este en nuestra mano todo hay que decir que estas herramientas hay que aprender a usarlas asi que veo necessario una implementacion de estos conocimientos a todos los docentes.","0","0","1664270756"
"70","7","0","115","0","1","ASPECTOS POSTIVIOS
-	Fácil y mejor acceso a información (sobre cualquier campo). 
-	Mejora de herramientas digitales educativas.
-	Mejor integración en el ámbito tecnológico. (Más familiaridad con la tecnología).

ASPECTOS NEGATIVOS
-	Dependencia tecnológica.
-	Invasión de datos personales (no privacidad).
-	Disminución de pensamiento crítico y autónomo.","0","0","1664270599"
"123","7","0","116","0","1","Aspectes positius
-	Pot facilitar el seu aprenentatge ja que els avenços tecnologics acceleren els procesos mitjançant aplicacions millors o mètodes d’estudi diferents.
-	Es podrán disminuir i optimitzar les hores de feina.
-       
Aspectes negatius
-      Pot posar en risc la seguretat dels estudiants
-      Es podria arribar a l´ús de IA per fer les classes, cosa que provocaria la despedida de la majoria del professorat
-      Certs estudiants es podrien aprofitar d'aquestes tecnologies per falsejar les seves qualificacions, ja que qui s'encarregaria d'avaluar seria una IA.","0","0","1664270755"
"110","7","0","117","0","1","Aspectes positius:
- Les classes es podrán dinamitzar interactivament molt més, aconseguint així un aprenentatge orientat a competències i no al estudi tradicional.
- En cas de no poder assistir a la assignatura, l'alumne no es perdria cap contingut ja que es podria aprendre telemàticament.

Aspectes negatius:
- Es podria arribar a perdre comunicació y/o habilitats socials degut al enfocament únic a les tecnologies aplicades.
- Les feines orientades a l'aprenentatge es veurien considerablement afectades, ja que es desenvoluparien inteligències artificials que substituirien moltes de les tasques dels professors.
- Será necessari que els alumnes disponguin de tots els recursos informàtics necessaris.","0","0","1664270749"
"112","7","0","118","0","1","VIRTUTS:
- Facilitant dispositius digitals on es disposi d'internet per trobar el coneixement que vols adquirir de manera gratuita.
- Utilitzant aplicacions més interactives per fer l'aprenentatge una tasca més amena.
INCONVENIENTS:
- Eviten el contacte directe amb les persones fent de l'aprenentatge una tasca més inpersonal
- Pot fàcilment manipular la informació per adoctrinar a la societat de manera que tothom aprengui el que volen els creadors de les aplicacions de l'aprenentatge","0","0","1664270752"
"59","7","0","119","0","1","Aspectos positivos:
-No irían cargados con libros y podrían usar un dispositivo para todas las asignaturas.
-Podrían aprender de modo más creativo y eficaz si se usan las tecnologías adecuadas como con hologramas, etc.
-Podrían obtener información mejor y filtrarla modo más fiable para sus estudios

Aspectos negativos:
-Estarían muy expuestos a las tecnologías si el profesor/alumnos abusan de ellas y olvidan que debe haber más interacción en el aula.
-Si se usa un corrector automático muchos aspectos no se podrían valorar correctamente como lo haría un profesor, como la creatividad
-No veo bien que se usen muchas cámaras de reconocimiento facial porque los niños se sentirían vigilados y sería muy incómodo","0","0","1664270493"
"106","7","0","120","0","1","Aspectes positius
1.	Possibilitat d'observar quines són les activitats que donen més resultats en estudiants amb dificultats acadèmiques.
2.	Implementació de la tecnologia des d'un inici.
3.	Potenciació dels estudiants amb facilitats a partir d'activitats avançades al seu nivell.
Aspectes negatius
1.	Dependencia de les tecnologíes.
2.	Falta de contacte en els primers anys de vida.
3.     Gran inversió per a l'implementació.","0","0","1664270747"
"100","7","0","121","0","1","Aspectos positivos:
-Mayor autonomía temporal y local de los estudios, gracias a la conectividad y al almacenamiento de la información.
-Nuevas técnicas de estudio y evaluación (ej. Kahoot)
-El profesorado puede hacer evaluciones automáticas con la tecnología y tener más tiempo para el alumno

Aspectos negativos:
-Mayor desigualdad educativa según las posibilidades económicas de las familias
-La obligación de compartir datos privados con grandes empresas
-Impacto medioambiental o falta de procesadores","0","0","1664270735"
"95","7","0","122","0","1","La evolución tecnológica puede mejorar la educación ya que gràcias a la tecnologia se puede llegar a aprender desde cualquier lugar del mundo. Con la tecnologia también podemos aprender más cosas es decir llegar a obtener más información o resolver dudas al instante. A parte la tecnologia también ofrece muchas herramientas de estudio, como office, adobe,...
Lo que tiene de malo la tecnologia es que distrae mucho ya que no solo sirve para estudiar sino que para muchas otras cosas.","0","0","1664270725"
"92","7","0","123","0","1","¿Cómo crees que la evolución tecnológica podrá mejorar la educación (por ejemplo de tus posibles futuros hijo/a(s), o si tuvieras que asesorar al Comisionado de Educación de la Unión Europea)? 

La tecnología cada vez estará más presente en nuestra vidas y en un futuro seguramente las clases magistrales se sustituirán por clases online y los libros también. Sera cada vez mas difícil hacer estudias a personas pobres. 

¿Crees que la puede perjudicar de alguna manera? Indica como máximo tres aspectos positivos y tres negativos.

Si porque las siguientes generaciones tendrán muy poca actividad física y también el uso excesivo de dispositivos digitales les podría afectar en la salud ( ojos ..etc.).También con clases online puede que la comunicación entre compañeros no sea la misma que la nuestra generación, tendrían problemas al hacer amistades .","0","0","1664270719"
"54","7","0","124","0","1","- Aspectos negativos.

Priorización del desarrollo tecnológico sobre el desarrollo cultural frente al cambio y progreso social.

Desarrollo de una tecnología no politizada.

No regular la cantidad de tiempo que se dedica a la tecnología.

 - Aspectos positivos.

Uso de una tecnología progresista y sostenible, con una finalidad social y niveladora, en vez de buscar el lucro económico sin consecuencias.

Crear una sociedad tecnológica puede resolver grandes problemas universales, objetos de investigación de filósofos, científicos y políticos desde hace siglos (obtención de energías verdes, desaparición de la hambruna.

Desarrollo de softwares especializados para un aprendizaje más efectivo.","0","0","1664270447"
"111","7","0","126","0","1","L'evolució tecnològica pot ser beneficiosa per l'aprenentatge en molts aspectes, com per exemple: amb les noves tecnologies es pot fer activitats interactives a l'aula i experimentar més que estudiant amb llibres de text, també l'alumnat es pot comunicar millor entre ells a l'hora de realitzar treballs en grup... Però l'evolució tecnològica també té punts negatius com mal ús que es pot donar a internet.","0","0","1664270751"
"109","7","0","127","0","1","Aspectos positivos:
-	Para mejorar en la evolución tecnológica, los estudios sobre los temas que cada persona le puede interesar. Se debería de empezar en una edad más temprana.
-	Tener una evolución tecnológica implica poder tener más descubrimientos. 

Aspectos negativos:
-	Cada vez la educación se basará en la calidad de vida de cada persona, en vez de ser más universal, se personalizará dependiendo de la situación económica de cada uno. 
-	Estaremos más controlados y tendremos menos privacidad.","0","0","1664270749"
"141","7","0","48","0","0","Aspectes positius:
-Més eines per ensenyar de manera interactiva
-Mostrar i practicar amb situacions reals
-Eines de comunicació no presencial (poder fer sessions amb experts de manera senzilla, per exemple)
Aspectes negatius:
-Distraccions (videojocs, xarxes socials)
-Que es discrimini la gent per les seves notes (sense tenir en compte altres competències que no sempre s'adquireixen a l'escola)
-Fer que la educació es torni impersonal (sobretot quan els estudiants són més petits)","0","0","2022"
"131","7","0","50","0","0","Aspectes positius:
-Optimització del temps de classes per fer-les més productives.
-Millora tècnica dels recursos de classe. Amb l'ús de dispositius digitals que donaran pas a la realització d'activitats interactives es dinamitzaran les classes.  
-Millor accecibilitat a documentació i informació.

Aspectes negatius 
-Deshumanització dels correctors. 
-Sorgiment de desigualtats a l'aula a causa de la diferent posició econòmica de les famílies. Això repercutirà en el creixement personal de l'estudiant.
","0","0","2022"
"88","7","0","50","0","1","Aspectes positius:
Més facilitat en l'accés a recursos, les biblioteques i les webs seran molt més senzilles de cara a trobar la informació necessàries
Millora de la seguretat de cara als exàmens, serà molt més complicat o impossible fer trampes
Millora tècnica dels recursos de classe. Ja no només es farà ús dels llibres (físics o digitals) sinó que tots els materials acadèmics seran molt millors

Aspectes negatius
Deshumanització dels correctors: és molt probable que donades les facilitats de la tecnologia, les correccions les faci una IA, i que tot i que això millori la velocitat i la imparcialitat en la correcció, aquesta mai tindrà el caràcter humà que pot ser clau de cara a una bona correcció
Pèrdua de la privadesa: si tota la universitat està equipada amb sistemes de reconeixement i tot allò que fas deixa un rastre on-line, mai podràs tornar enrere, no hi ha excepcionalitats i tot queda gravat
Desvalorització del professorat: si tota la informació necessària per a seguir el curs es troba en la web, la assistència a clase presencial quedarà desvaloritzada, de la mateixa manera que les explicacions del professorat","0","0","1664270707"
"129","7","0","51","0","0","Positius:
- La tecnología del futur millorarà la eficiencia i la qualitat dels alumnes.
- La millora tecnològica podra garantir cada cop uns mínims eductatius de bases més amples per a tothom.
- La tecnología del futur obrirà nous camps de coneixement per estudiar.

Negatius:

- Si els nens petits utilitzen tant les eines tecnologiques pot portar a una dependència d'aquestes, inclus una adicció.
- L'ús de noves tecnologies i recursos digitals provocarà un augment de lesions oculars, en etapes de desenvolupament de la persona.
- Les futures tecnològiques podrien substituir els llocs de treball dels professors, donant així a una atencio menys personalitzada de cara a l'alumnat.","0","0","2022"
"72","7","0","51","0","1","Crec que l'evolució tecnològica en l'educació ajudarà a millorar l'eficiència en el temps d'estudi, desenvolupar les competències personals en les quals vagis més fluix. I finalment crec que l'educació serà més dinàmica gràcies a la tecnologia.

Crec que es pot perjudicar si no tenen accés a la tecnologia, ja que el professorat estarà menys capacitat degut a l'ajuda tecnològica. A més depenen totalment de la tecnologia, i crec que no es bo dependre totalment d'un sistema, essent l'educació un aspecte molt important en el desenvolupament i l'aprenentatge de les persones. Finalment crec que l'ús de tecnologies tindrà que passar per l'ús de recursos digitals, fet que provocarà un augment de lesions oculars, en etapes de desenvolupament de la persona.","0","0","1664270619"
"139","7","0","52","0","0","Positivos:
- Para los mas jóvenes, la educación mediante la tecnología, puede llegar a ser mas fácil de entender las cosas y mas cómodo para ellos.
- Con la tecnología se puede llegar a mas diversidad de asignaturas. 
- Evita el uso de papel, ayudando al medio ambiente.
Negativos:
- El uso de tecnología en las clases puede ser un método de distracción para los estudiantes.
- El uso excesivo de ordenadores, móviles,etc.. Puede perjudicar a los ojos.
- Un aspecto importante en la educacion es el aprendizaje en la escritura.","0","0","2022"
"101","7","0","52","0","1","Postitius:
Nous mètodes d’aprenentatge
Nous sistemes d’avaluació
Mètodes d’aprenentatge personalitzats
Negatius:
Accessibilitat regulada","0","0","1664270735"
"89","7","0","53","0","1","El avance de las tecnologías en los estudios pueden mejorar la experiencia de los estudiantes ya que los avances tecnológicos dan muchos avances, como la facilidad al hacer trabajos en grupo. También será posible personalizar más la experiencia individual de cada estudiante de acuerdo a sus necesidades, ya que al regularlo una máquina será mucho más rápido. 

También pueden perjudicar a los trabajadores que se dedican a la educación, ya que muchos trabajos podrán ser substituidos por inteligencias artificiales. Esto provocará que sea más difícil acceder a trabajos mejor remunerados, como controlar a estas inteligencias artificiales, y que mucha gente se quede con trabajos mal pagados.","0","0","1664270708"
"143","7","0","54","0","0","Com a eina complementària es positiva perquè afegeit una altra dimensió (digital) a l'ensenyament.
La reducció de paper i de mitjans tradicionals pot tenir un aspecte positiu en l'impacte ambiental

La tecnología pot arribar a distraure el jovent, cal evitar aquest aspecte emprant-la de manera correcta.
Millors sistemes d'analisi de dades permeten saber quines asignatures li costen més a l'alumne per tal de proveir una education especial","0","0","2022"
"76","7","0","54","0","1","POSITIUS:
-Informació personalitzada
-Control al carrer amb reconeixement facial sobre els teus antecedents

NEGATIUS:
-Les dades personals accesibles per torhom
-Possible suplantació d’identitat amb reconeixrment facial","0","0","1664270642"
"137","7","0","55","0","0","Aspectes positius:

L'evolució de la tecnologia en el sistema educatiu farà que hi hagi molta més informació a l'abast dels estudiants, per tant es podrà aprendre de manera més autònoma i amb Hi haurà més seguretat i supervisió i serà més difícil plagiar treballs, o copiar durant els exàmens. L'alumne millorarà la seva capacitat d'entendre les noves tecnologies de cara al futur. D'altra banda, la tecnologia estimula la creativitat 

Aspectes negatius:

El desenvolupament cognitiu de l'estudiant podria empitjorar ja que segurament no serà necessari prendre apunts o memoritzar, dues característiques bàsiques del sistema educatiu actual. A causa de l'autonomia els professors potser acabarien tenint una funció secundària. El nivell educatiu de cadascú es veuria més diferenciat per a l ersones que no tinguessin a l'abast les noves tecnologies. A més, l'ús tant freqüent d' aparells tecnologics podria arribar a crear una addicció aaquests.
","0","0","2022"
"66","7","0","55","0","1","Aspectes positius: 
- Més facilitat d'aprenentatge.
- Possibilitat d'aprenentatge individual a través d'internet.
- Millora respecte a l'ús de tecnologies de cara al futur.

Aspectes negatius: 
- Poca familiarització amb el format físic (llibres).
- Possible adicció a les tecnologies que perjudicaria les relacions socials.","0","0","1664270578"
"145","7","0","56","0","0","Aspectes positius:
- L'evolució tecnològica porta a una millora de l'educació gràcies a noves eines, com llocs web del centre educatiu.
- L'evolució tecnològica pot personalitzar més l'educació en funció de les necessitats de l'estudiant.
- L'evolució tecnològica pot facilitar la feina dels educadors, com en formularis autoavaluatius.

Aspectes negatius:
- L'evolució tecnològica porta a què hi hagi menys contacte humà per què fa a l'educació, com les classes virtuals o l'entrega de tasques online.
- L'evolució tecnològica porta nous problemes en el sector estudiantil, com el cyberbullying.
- L'evolució tecnològica porta noves distraccions a l'aula, com els videojocs o entreteniment al portàtil.","0","0","2022"
"99","7","0","56","0","1","Negatives:
- Tothom pot saber les teves dades personals en poc temps.
- En cas de el reconeixement facial, ni hi hauria una llibertat absoluta en cap moment ja que estaries controlat al 100%.
- Digitalment es perdria per complet la llibertat ja que estaries vigilat o controlat de tots els teus moviments el que jo crec que portaria cap a un malestar cada cop que s'utilitzés, per exemple, qualsevol buscador.
Positives:
- Anuncis i productes recomanats pel que perdràs menys temps per exemple comprant online.
- El fet de estar controlats al 100% pel reconeixement facial en àmbits públics provoca que sigui més difícil el fet de que desaparegui algú durant temps ja que no sap com tornar a casa o qualsevol cosa
- Un altre benefici del reconeixement facial en àmbits públics és que es fa més difícil el fet de ser robats o qualsevol cosa per l'estil ja que els criminals estarien identificats i amb proves del delicte en molt poc temps.","0","0","1664270733"
"82","7","0","57","0","1","EspectresPositius:
- L'ús i introducció de les tecnologies als joves provoca que la seva adaptabilitat i maniobra dins d'ella sigui major 
- Tindre coneixement sobre les tecnologies pot induir a voler millorar-les o trobar-ne noves aplicacions 
- Dona dades de cada alumne i tindre el seu control pot desenvocar en una millora de rendiment degut a un pla individualitzat de l'alumne 

Espectes Negatius:
-Donar control sobre les teves dades i metadades pot ser contraproduent a llarga durada doncs a Internet hi ha molt més del que creus a nivell personal.
- Estar obert a usar les tecnologies provoca que aquestes també s'aprofiti en certa manera de tu estan ""stones"" de manera irreversible.
-Les addicions desenvolupades sobre les tecnologies són molt més freqüents i dures si s'exposa a la persona desde una edat primària","0","0","1664270676"
"140","7","0","58","0","0","Positius:
-Personalització del perfil de l'estudiant i desenvolupaen aquells sectors que mes li agradin o bé que més bé se li donin, a més d'adaptar-se a les seves dificultats, posibiliant un aprenentatge més personalitzat.

Negatius:
-La pèrdua de competències més arcaiques que havien demostrat ser molt utils en el procés de desenvolupament personal, com per exemple l'escriptura a mà
-Dependèia tecnològic","0","0","2022"
"69","7","0","58","0","1","La evolució econòmica, suposarà un canvi en el model educatiu, i portarà amb ell una serie de canvis, tan positius com negatius. En primer lloc, faciltiarà els estudis adequant-los al perfil de cada estudiant, a més aquest rebrà un tractament més personalitzat i podrà desenvolupa-se més en aquells sectors que mes li agradin o bé que més bé se li donin. Per contra, l'estudiant perdrà gran part de la seva privacitat, ja que es faran servir moltes dades seves adquirides informaticament que, en un altre cas, igual no voldria compartir. També hi hauria canvis en les competències transversals durant l'aprenentatge, on competències com la caligrafía o la ortocrafía (i d'altres més arcaiques) quedarien fora i donarien pas a altres més relacionades amb el desenvolupament tecnològic, la qual cosa supondria tan avantatges (l'aprenentatge de l'us de dispositius tecnològics serà de gran utilitat en un món cada cop més automatitzat) com desavantatges (la pèrdua de competències més arcaiques que havien demostrat ser molt utils en el procés de desenvolupament personal, com per exemple l'escriptura a mà).","0","0","1664270595"
"134","7","0","59","0","0","

Aspectos positivos

-Podrá mejorar el aspecto de la relación profesor y los alumnos. Con la Inteligencia Artificial se podrá recoger aspectos de la aula (evolución académica del alumnado, comportamiento...).
Se podrán disminuir i optimizar las horas de trabajo.
Otro aspecto seria poder obtener datos de los alumnos con la intención en un futuro poder mejorar las condiciones o solucionar algunos fallos o errores del sistema.

Aspectos negativos

-Puede poner en riesgo la seguridad de los estudiantes

- Es pot crear una dependència per part de l’alumne cap a les noves tecnologies, fins al punt de no saber aprendre sense fer us d’elles.

Puede perjudicar a aquellos niños que no dispongan de la tecnología necesaria para continuar con el ritmo de la clase.","0","0","2022"
"68","7","0","59","0","1","aspectes positius:
- regulament anti-plagi 
- qualificacions generades per programes que revisen la feina feta objectivament

aspectes negatius:
- dependència al món virtual
- errors puntuals tècnics, ja sigui per part de l’alumne/a o per part del professor/a","0","0","1664270582"
"142","7","0","60","0","0","Aspectes positius:

- Facilitat per trobar informació fiable
- Continguts més interactius que fomenten l'ús de competències vers l'ús de l'ensenyament tradicional.
- En cas de necessitat, sempre es podrán assolir els continguts de l'assignatura telematicament.
- 
Aspectes negatius :
- Tecnologia implica una despesa de diners i per tant no tothom podra obtenir la mateixa educació.
- Reducció de la demanda laboral del sector de l'enseyament per la substitució per IA.
- La facilitat d'accés a la tecnologia pot suposar cyberbulling, i aquelles persones afectades podrien reduir la seva capacitat  d'aprenentatge.","0","0","2022"
"115","7","0","60","0","1","- L'autoavaluació pot facilitar i dinamitzar la feina dels professors a l'hora de corregir, però alhora aquesta, com seria totalment neutre, potser no comptaria amb els possibles desavantatges de diferents alumnes (dislèxia, diversos trastorns...), la qual cosa afectaria negativament als alumnes.

- Com a aspecte positiu, la recerca d'informació fiables seria més efectiva i ràpida.
- Com a negatiu, hi haurà més distraccions a l'aula

- Un últim cas seria les eines de detecció de còpies, es útil tan pels professors com pels alumnes, ja que els motivaria a pensar per ells mateixos i millorar en la seva educació. Si és possibles crear una eina de detecció de còpies, es segur que es podria crear una eina per contrarestar aquesta última. A més, l'autoavaluació podrien fallar i  comtar com a còpia algo que no ho és.","0","0","1664270753"
"136","7","0","61","0","0","La Inteligencia Artificial (IA) podria tenir impactes positius com la personalització dels continguts i la atenció pedagògica de l'alumne. També podria aportar noves eines de treball, com ho van ser els ordinadors, que permeten accedir a major quantitat de informació i fer de l'aprenentatge una tasca més interactiva i amena. Tanmateix, aquestes mateixes millores tenen implicacions negatives. La valoració de la IA a l'estudiant pot comportar que sigui classificat com un alumne de baix rendiment i perdi la motivació. De la mateixa manera, noves eines també poden ser una nova font de distracció, la pérdua d'habilitats esencials o un accés a informació falsa o inapropiada. Finalement, hem de reconeixer que la incorporació de la tecnologia a l'aprenentatge té aspectes positius com l'accés a la informació desde qualsevol lloc amb internet i un dispositiu electrònic però pot tenir pegues si la informació és falsa o no contrastada.","0","0","2022"
"60","7","0","61","0","1","Positivos:
- Posibilidad de estudiar de manera telemática para gente que no puede asistir
- Nuevos métodos de aprendizaje más eficientes y menos pesados
- Regulación en cuanto las oportunidades de las personas en su vida laboral

Negativos:
- El hecho de pasar todo a trabajo y estudio telemático acabará con la vida social de las personas","0","0","1664270533"
"119","7","0","62","0","1","Positiu:
La tecnologia millora l'educació gràcies als recursos que ofereix, tals com eines d'estudi o la gran quantitat d'informació detallada que es pot accedir en cada àmbit educatiu. 
Negatiu:
La tecnologia pot arribar a perjudicar l'educació degut a la creació d'eines i intel·ligencies artificials per tal de fer tasques sense esforç.

Aquests avantatges i perjudicis ja es veuen avui en dia, però en el futur sh","0","0","1664270755"
